REC_ID,COMPANY,DISPOSITION_TYPE,PRIMARY_CRIME_CODE,USAO,COUNTRY,DATE,FINE,TOTAL_PAYMENT,AGMT_YEAR
728,Schiavone Construction Co. LLC,NP,Fraud - General,New York - Eastern District,United States,11/1/2010,0,20000000,2010
2675,Schlumberger Oilfield Holdings Ltd.,plea,Import / Export,USDOJ - National Security Division,United Kingdom (British Virgin Islands),5/5/2015,155138904,155138904,2015
631,Schnitzer Steel,DP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,10/16/2010,7500000,7500000,2010
2184,School Fitness Systems LLC,plea,Money Laundering,Minnesota,United States,3/7/2006,0,39838021,2006
814,Schroder & Co. Bank AG,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,9/2/2015,10354000,10354000,2015
2185,Schweizer Emblem Co.,plea,False Statements,North Carolina - Eastern District,United States,12/11/2001,0,271868,2001
3110,"Sciberquest, Inc.",plea,Fraud - General,California - Southern District,United States,3/22/2016,175000,175000,2016
104,Science Applications International Corp.,DP,Fraud - General,New York - Southern District,United States,3/8/2012,130000000,500392977,2012
489,"Scientigo, Inc.",plea,Other,North Carolina - Eastern District,United States,5/31/2005,50000,50000,2005
2186,Scios Inc.,plea,FDCA / Pharma,California - Northern District,United States,10/5/2011,85000000,85000000,2011
2187,Scott Co.,plea,Fraud - General,California - Northern District,United States,8/29/2002,1000000,1500000,2002
2188,Scott-Norman Mechanical Inc.,plea,Fraud - General,California - Northern District,United States,8/29/2002,1000000,1500000,2002
490,Scotts Miracle-Gro Co.,plea,Environmental,Ohio - Southern District,United States,9/10/2012,4000000,4500000,2012
2190,Sea Farms Inc.,plea,Environmental,Virginia - Eastern District,United States,5/20/2004,500,500,2004
2191,Sea Star Line LLC,plea,Antitrust,USDOJ - Antitrust Division - National Criminal Enforcement Section,United States,12/19/2011,14200000,14200000,2011
492,"Seaboard Marine Ltd., Inc.",plea,Environmental,Florida - Southern District,United States,5/5/2005,200000,255466,2005
2193,Seacoast Sleep Solutions LLC,plea,Fraud - Health Care,Maine,United States,4/18/2012,0,220180,2012
493,"Seafood Solutions, Inc.",plea,Food,"USDOJ - Criminal Division (California - Central District),USDOJ - Environment & Natural Resources Division",United States,2/7/2012,700000,1000000,2012
632,Sears,DP,Fraud - General,USDOJ - Criminal Division,United States,4/1/2001,62600000,62600000,2001
494,"Seaside Aquaculture, Inc.",plea,Wildlife,"Texas - Southern District,Texas - Southern District (Financial Litigation)",United States,11/15/2011,5000,5000,2011
2194,Select Veal Feeds Inc.,plea,FDCA / Pharma,Pennsylvania - Eastern District,United States,10/30/2009,650000,650000,2009
2195,Selective Structures LLC,plea,Environmental,Tennessee - Eastern District,United States,6/14/2010,80000,80000,2010
2196,Semper Truck Lines Inc.,plea,Other,California - Eastern District,United States,8/29/2005,5000,45000,2005
2197,Sequoia High Sierra Camp LLC,plea,Environmental,California - Eastern District,United States,10/15/2013,500,1355,2013
2198,Serena Inc.,plea,Bank Secrecy Act,Louisiana - Eastern District,United States,10/10/2001,0,154817,2001
2199,Serono Laboratories Inc.,plea,FDCA / Pharma,"Massachusetts,USDOJ - Civil Division - Office of Consumer Litigation",United States,1/9/2006,136936000,136936000,2006
3087,"Servi-Tek, Inc.",plea,Immigration,California - Southern District,United States,7/1/2016,20000,20000,2016
495,"SevenUP RC Bottling Co. of Southern California, Inc.",plea,Environmental,California - Central District,United States,4/11/2006,600000,640000,2006
2200,Shah Engineering Inc,plea,Fraud - General,Illinois - Central District,United States,7/7/2009,500000,10500000,2009
2201,Shamrock Meats Inc.,plea,Food,Texas - Northern District,United States,4/22/2002,100000,100000,2002
2202,Sharp Corp.,plea,Antitrust,USDOJ - Antitrust Division,Japan,12/19/2008,120000000,120000000,2008
2203,"Sharpe Environmental Testing and Consulting, Inc.",plea,Fraud - General,Michigan - Eastern District,United States,10/6/2011,5000,6600,2011
3042,"Sheffield Pharmaceuticals, LLC",DP,Environmental,Connecticut,United States,12/13/2016,1000000,1000000,2016
106,"Shell Nigeria Exploration and Production Co., Ltd.",DP,FCPA,USDOJ - Criminal Division - Fraud Section,non - U.S.,11/10/2011,30000000,30000000,2011
2897,Shellrock LLC,plea,Wildlife,"New Jersey,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,7/20/2012,70000,210000,2012
2204,Sherpa Software Group Inc.,plea,Fraud - General,West Virginia - Southern District,United States,5/17/2004,0,552265,2004
2205,Sheyenne Valley Lodge LLP,plea,Wildlife,North Dakota,United States,11/9/2007,0,90000,2007
496,"Shipley Do-Nut Flour and Supply Co., Inc.",plea,Immigration,Texas - Southern District,United States,8/12/2009,250000,250000,2009
3019,"Shiya, Inc.",plea,Other,Maryland,United States,2/29/2016,,46002,2016
2207,Shop Services Inc.,plea,Fraud - General,"Georgia - Northern District,Georgia - Northern District (Economic Crime Section)",United States,6/12/2008,12000,12000,2008
633,Shoppers Food Warehouse Corp.,DP,Bribery,Maryland,United States,9/1/2010,2500000,2500000,2010
2898,Shore Seafood Inc.,plea,Wildlife,Virginia - Eastern District,United States,8/24/2000,4000,4000,2000
2208,Shore Terminals LLC,plea,False Statements,California - Northern District,United States,7/17/2009,1750000,2500000,2009
2209,Shoreland Trading LLC,plea,Fraud - General,Florida - Southern District,United States,7/18/2008,0,78525567,2008
2677,Showa Corp.,plea,Antitrust,USDOJ - Antitrust Division (Chicago),Japan,10/21/2014,19900000,19900000,2014
2210,Shree Durga Inc.,plea,Controlled substances / Drugs / Meth Act,Georgia - Northern District,United States,5/9/2006,36000,36000,2006
2211,Sibel Ayse Halac Iron Works Inc.,plea,False Statements,Virginia - Eastern District,United States,12/10/2002,42182,42182,2002
2212,Siemans Medical Solutions USA Inc.,plea,Obstruction of Justice,Illinois - Northern District,United States,5/22/2007,0,1516683,2007
2213,Siemens Aktiengesellschaft,plea,FCPA,"District of Columbia,USDOJ - Criminal Division - Fraud Section",Germany,1/6/2009,448500000,448500000,2009
2214,Siemens Bangladesh Ltd.,plea,FCPA,"District of Columbia (Fraud and Public Corruption Section),USDOJ",Bangladesh,1/6/2009,500000,500000,2009
2215,Siemens S.A. (Argentina),plea,FCPA,"District of Columbia (Fraud and Public Corruption Section),USDOJ",Argentina,1/6/2009,500000,500000,2009
2216,Siemens S.A. (Venezuela),plea,FCPA,"District of Columbia (Fraud and Public Corruption Section),USDOJ",Venezuela,1/6/2009,500000,500000,2009
2217,Sierra Alloys Co. Inc.,plea,Other,USDOJ - Major Frauds Section (California - Central District),United States,6/14/2010,16000,26818,2010
2218,Sigma International Inc.,plea,Fraud - General,Florida - Middle District,United States,6/17/2002,1000000,1044463,2002
634,Sigue,DP,Bank Secrecy Act,USDOJ - Criminal Division,United States,1/1/2008,0,15000000,2008
2219,Silesia Flavorings Inc.,plea,Environmental,Illinois - Northern District,United States,8/4/2005,130000,130000,2005
2220,Sima Salazar Group,plea,Fraud - General,USDOJ - Antitrust Division,Lebanon,12/22/2009,900000,900000,2009
497,"Simpson Construction Co., Inc.",plea,Environmental,Tennessee - Eastern District,United States,7/30/2001,25000,25000,2001
2221,Simpson Mining Co. Inc.,plea,Fraud - General,Kentucky - Eastern District,United States,3/28/2003,20000,20000,2003
2222,Sinclair Tulsa Refining Co.,plea,Environmental,Oklahoma - Northern District,United States,4/17/2007,5000000,5500000,2007
2223,Singapore Airlines Cargo Pte Ltd.,plea,Antitrust,USDOJ - Antitrust Division,Singapore,2/8/2011,48000000,48000000,2011
635,Sirchie Acquisition Co.,DP,Import / Export,North Carolina - Eastern District,United States,2/1/2010,10100000,10100000,2010
2224,Site Concrete Inc.,plea,False Statements,Texas - Eastern District,United States,2/20/2008,30000,30000,2008
729,Skanska,NP,Fraud - General,"New York - Southern District,USDOJ - Criminal Division",non - U.S.,3/17/2011,0,19600000,2011
107,"Skedco, Inc.",DP,Bribery,North Carolina - Eastern District,United States,9/4/2013,,300000,2013
2225,Sky Controls Inc.,plea,Fraud - General,California - Central District,United States,10/1/2003,6000,15514,2003
2226,Skyline Painting Co. Inc.,plea,Environmental,Michigan - Eastern District,United States,3/29/2001,100000,100000,2001
2227,Slidell Towing Inc.,plea,Environmental,Louisiana - Middle District,United States,12/14/2001,10000,90000,2001
2228,Smiles Inc.,plea,Controlled substances / Drugs / Meth Act,North Carolina - Eastern District,United States,1/10/2008,20000,20000,2008
637,"Smith & Nephew, Inc.",DP,FCPA,USDOJ - Criminal Division - Fraud Section,non - U.S.,2/1/2012,16800000,16800000,2012
2229,Smith Logistics International Inc.,plea,Environmental,Florida - Southern District,United States,9/10/2009,10000,10000,2009
2230,Smoki Foods Inc.,plea,Food,Washington - Western District,United States,6/5/2006,266666,400000,2006
108,Snamprogetti Netherlands,DP,FCPA,USDOJ - Criminal Division - Fraud Section,Netherlands,7/1/2010,240000000,240000000,2010
3047,Sociedad Quimica y Minera de Chile (SQM),DP,FCPA,USDOJ - Criminal Division - Fraud Section,Chile,1/13/2017,15487500,15487500,2017
786,Societe Generale Private Banking (Lugano-Svizzera) SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,5/18/2015,1363000,1363000,2015
793,Societe Generale Private Banking (Suisse) SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,6/2/2015,17807000,17807000,2015
2900,Softmart Inc.,plea,Fraud - General,Pennsylvania - Eastern District,United States,10/3/2000,200000,294802,2000
2231,Solvay S.A.,plea,Antitrust,USDOJ - Antitrust Division,Belgium,4/24/2006,40870000,40870000,2006
2232,Sotheby's Holdings Inc.,plea,Antitrust,New York - Southern District,United States,2/6/2001,45000000,45000000,2001
2233,South 2nd Street LLC,plea,Money Laundering,Louisiana - Western District,United States,12/7/2007,100,100,2007
2234,South Shore Supermarket Inc.,plea,Fraud - General,illinois - Northern District,United States,4/25/2008,0,196163,2008
499,"South Shore Trading Co., Ltd.",plea,Import / Export,Maine,United States,12/11/2009,2500,2500,2009
2235,South St. Louis Orthopedic Group Inc.,plea,Fraud - Health Care,Missouri - Eastern District,United States,9/1/2009,0,89198,2009
2901,Southbay Utilities Inc.,plea,Environmental,Florida - Middle District,United States,11/21/2000,315500,1295000,2000
500,"Southeastern Louisiana Water and Sewer Company, Inc.",plea,Environmental,Louisiana - Eastern District,United States,4/5/2006,2100000,2100000,2006
2236,Southern Architectural Woodwork Inc.,plea,Fraud - Tax,South Carolina,United States,10/27/2003,60000,121790,2003
2678,Southern California Plating Company,plea,Environmental,USDOJ - Criminal Division (California - Southern District),United States,8/3/2015,50000,86397,2015
501,"Southern Finishing, Inc.",plea,Environmental,Virginia - Western District,United States,12/11/2007,200000,200000,2007
2679,"Southern Grease Company, Inc.",plea,Environmental,Tennessee - Middle District,United States,2/19/2016,280000,413500,2016
502,Southern Illinois Transfer Co.,plea,Environmental,Missouri - Eastern District,United States,8/5/2005,100000,105000,2005
2902,Southern Sandblasting & Coatings Inc.,plea,Fraud - General,Texas - Eastern District,United States,11/15/2000,525000,772907,2000
2237,Southern Union Co.,plea,Environmental,Rhode Island,United States,10/7/2009,6000000,18000000,2009
2239,Southwest Plating Co.,plea,Environmental,USDOJ - Criminal Division (California - Central District),United States,5/27/2008,150000,180324,2008
2240,Sparesglobal Inc.,plea,Fraud - General,Pennsylvania - Western District,United States,10/5/2007,40000,40000,2007
2241,Spartan Environmental Remediation Barons Inc.,plea,Fraud - General,New Jersey,United States,9/25/2002,25000,25000,2002
503,"Spartan Motors Chassis, Inc.",plea,Kickbacks,South Carolina,United States,1/6/2009,4300000,4300000,2009
2242,Special Devices Inc.,plea,Environmental,USDOJ - Criminal Division (California - Central District),United States,1/3/2001,1500000,1500000,2001
2243,Specialized Services Inc.,plea,Wildlife,Florida - Middle District,United States,3/13/2009,75000,75000,2009
2903,Spectra Services Inc.,plea,Environmental,Tennessee - Eastern District,United States,5/1/2000,3600,3600,2000
504,Spectro Alloys Corp.,plea,Environmental,Minnesota,United States,6/7/2012,500000,500000,2012
2245,Spectrum International Inc,plea,Controlled substances / Drugs / Meth Act,USDOJ - Criminal Division,United States,2/15/2002,200000,200000,2002
2246,Spencer Environmental Incorporated,plea,Environmental,Oregon,United States,6/5/2008,75000,150000,2008
2247,Spindletop Drilling,plea,Wildlife,Texas - Eastern District,United States,10/17/2007,0,10000,2007
110,Sportingbet PLC,NP,Gambling,New York - Southern District,United Kingdom,9/1/2010,0,33000000,2010
2248,Sports Telemarketing Services Inc.,plea,Controlled substances / Drugs / Meth Act,Florida - Southern District,United States,2/11/2002,5000,5000,2002
2249,Springer Magrath Co. Inc.,plea,Import / Export,Nebraska,United States,9/8/2006,50000,50000,2006
505,Springs Navigation S.A.,plea,Environmental,Washington - Western District,Panama,6/2/2003,200000,200000,2003
2250,Spyderco Inc.,plea,Other,California - Northern District,United States,4/12/2007,75000,75000,2007
820,St. Galler Kantonalbank AG,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,8/31/2015,9481000,9481000,2015
2251,St. Joseph's Cardiac Surgery Associates P.C.,plea,Fraud - General,New York - Northern District,United States,4/26/2001,200000,200000,2001
2252,Staff Gasket Manufacturing Corp.,plea,Fraud - General,New Jersey,United States,9/16/2011,0,751091,2011
2253,Staiman Brothers Inc.,plea,Fraud - General,Pennsylvania - Middle District,United States,10/1/2003,275495,480074,2003
507,"Staiman Recycling, Inc.",plea,Fraud - General,Pennsylvania - Middle District,United States,10/1/2003,275495,480074,2003
2254,Stancil Enterprises Inc.,plea,Bank Secrecy Act,California - Eastern District,United States,3/8/2012,500000,500000,2012
746,Standard Chartered Bank,DP,Import / Export,"District of Columbia,USDOJ - Criminal Division - Asset Forfeiture & Money Laundering Section",United Kingdom,12/10/2012,227000000,227000000,2012
111,Standard Chartered Bank (Switzerland) SA,NP,Fraud - Tax,USDOJ - Tax Division,Switzerland,11/12/2015,6337000,6337000,2015
508,Standard Detroit Paint Co.,plea,Environmental,Michigan - Eastern District,United States,3/8/2004,0,300000,2004
2255,Standard Shipping Inc.,plea,Act to Prevent Pollution from Ships,Louisiana - Eastern District,Liberia,7/28/2011,0,250000,2011
2256,Standby Parts Inc.,plea,Fraud - General,USDOJ - Criminal Division (California - Central District),United States,2/23/2007,900000,900000,2007
2680,"Stanley Electric Co., Ltd.",plea,Antitrust,USDOJ - Antitrust Division,Japan,1/23/2014,1440000,1440000,2014
2257,Stanships Inc.(Marshall Islands),plea,Act to Prevent Pollution from Ships,Louisiana - Eastern District,Marshall Islands,7/28/2011,0,250000,2011
2258,Stanships Inc.(New York),plea,Act to Prevent Pollution from Ships,Louisiana - Eastern District,United States,7/28/2011,0,250000,2011
3130,"Star Mine Operations, LLC",plea,OSHA / Workplace Safety / Mine Safety,Colorado,United States,3/20/2017,1333000,1333000,2017
2260,Star Physical Therapy LLC,plea,Fraud - Health Care,Washington - Western District,United States,11/18/2005,50000,478024,2005
2261,Star-Beach Boys Inc.,plea,Fraud - Tax,Hawaii,United States,3/2/2006,40000,40000,2006
2262,Stat Processing Inc.,plea,Environmental,Ohio - Southern District,United States,1/24/2002,30000,30000,2002
509,"State Metals Industries, Inc.",plea,Import / Export,New Jersey,United States,10/27/2006,250000,250000,2006
638,"Statoil, ASA",DP,FCPA,"New York - Southern District,USDOJ - Criminal Division - Fraud Section",Norway,10/1/2006,7500000,7500000,2006
2263,Steele-Nickles & Associates Inc.,plea,Antitrust,USDOJ - Antitrust Division,United States,10/23/2001,0,100000,2001
2264,Sterling Capital Co. Inc.,plea,False Statements,Florida - Middle District,United States,3/8/2007,0,28801,2007
510,"Stickle Enterprises, Ltd.",plea,OSHA / Workplace Safety / Mine Safety,Illinois - Northern District,United States,11/26/2001,10000,10000,2001
2265,Stock Development LLC,plea,Wildlife,Florida - Middle District,United States,9/9/2005,175000,356000,2005
511,Stoelting Co.,plea,Import / Export,Illinois - Northern District,United States,3/3/2005,20000,20000,2005
2266,"Stowe Construction, Inc.",plea,Environmental,Washington - Western District,United States,9/14/2012,350000,350000,2012
2267,Straight Creek Farms Inc.,plea,Other,Mississippi - Northern District,United States,7/3/2012,0,4250000,2012
2268,Strategic Defense International Inc.,plea,Fraud - General,Florida - Middle District,United States,1/18/2012,121000,121000,2012
2269,Streu Construction Co.,plea,Antitrust,"USDOJ - Antitrust Division,Wisconsin - Eastern District",United States,1/21/2005,320000,800000,2005
2270,"Stricker Refinishing Co., Inc.",plea,Environmental,Ohio - Northern District,United States,6/3/2012,30000,50000,2012
2271,Stryker Biotech LLC,plea,FDCA / Pharma,Massachusetts,United States,1/18/2012,15000000,15000000,2012
770,Stryker Corp.,NP,Fraud - Health Care,"New Jersey,USDOJ - Civil Division - Consumer Protection Branch",United States,8/28/2014,34400000,39560000,2014
2272,Stucco Design Inc.,plea,Immigration,North Dakota,United States,12/6/2006,0,1581072,2006
513,"Sturgis Iron & Metal Co., Inc.",plea,Fraud - General,USDOJ - Antitrust Division,United States,6/25/2004,206000,206000,2004
2273,Styga Compania Naviera S.A,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,Panama,11/13/2009,1000000,1250000,2009
2274,Style Craft Furniture Co. Ltd.,plea,Environmental,USDOJ - Environment & Natural Resources Division,China,5/7/2009,40000,40000,2009
2275,Suffolk Asphalt Supply Inc.,plea,Fraud - General,New York - Eastern District,United States,10/19/2007,0,326343,2007
2276,Sun Over Sand Inc,plea,Money Laundering,Louisiana - Western District,United States,5/9/2008,100,100,2008
514,"Sun Polymers Int'l, Inc.",plea,Environmental,Indiana - Southern District,United States,6/13/2012,18000,100424,2012
2277,Sun-Ace Shipping Co.,plea,Act to Prevent Pollution from Ships,USDOJ - Environment & Natural Resources Division,South Korea,11/30/2006,400000,400000,2006
764,"SunTrust Mortgage, Inc.",NP,Fraud - General,Virginia - Western District,United States,7/2/2014,0,3500000,2014
2681,"Suncoast Brace & Limb, Inc.",plea,Fraud - Health Care,Florida - Middle District,United States,9/3/2015,0,1493000,2015
2278,Suntek Microwave Inc.,plea,Import / Export,California - Northern District,United States,4/28/2004,338714,338714,2004
516,"Super Micro Computer, Inc.",plea,Import / Export,California - Northern District,United States,9/28/2006,150000,150000,2006
2279,Super-Concrete Corp.,plea,Environmental,District of Columbia,United States,7/27/2004,100000,100000,2004
2280,Supercircuits Inc.,plea,Other,Texas - Western District,United States,3/4/2003,250000,250000,2003
2281,Superior Rentals Inc.,plea,Wildlife,California - Southern District,United States,2/14/2008,5000,7500,2008
2682,Supreme Foodservice FZE,plea,Fraud - General,Pennsylvania - Eastern District,United Arab Emirates,12/10/2014,96000000,96000000,2014
2683,Supreme Foodservice GMBH,plea,Fraud - General,Pennsylvania - Eastern District,Switzerland,12/10/2014,96000000,144000000,2014
2685,Sweetbriar Development Corp.,plea,Fraud - General,New Jersey,United States,1/15/2016,0,700000,2016
112,"Swisher Hygiene, Inc.",DP,Fraud - General,North Carolina - Western District,United States,10/6/2015,2000000,2000000,2015
517,"Swiss Technology, Inc.",plea,Import / Export,New Jersey,United States,11/15/2011,0,1148052,2011
763,Swisspartners Investment Network AG,NP,Fraud - Tax,"New York - Southern District,USDOJ - Tax Division",non - U.S.,5/9/2014,0,3500000,2014
733,Symbol Technologies,NP,Fraud - Accounting,New York - Eastern District,United States,6/1/2004,0,142000000,2004
2282,Syncor Taiwan Inc.,plea,FCPA,USDOJ - Criminal Division,Taiwan,12/18/2002,2000000,2000000,2002
2283,Syndial S.p.A.,plea,Antitrust,USDOJ - Antitrust Division,Italy,7/7/2005,9000000,9000000,2005
518,Synpep Corp.,plea,Environmental,California - Northern District,United States,12/21/2009,20000,42772,2009
2284,Synthes Inc.,plea,FDCA / Pharma,Pennsylvania - Eastern District,United States,11/30/2010,200000,200000,2010
519,"Systems Technologies and Resources, Inc.",plea,Fraud - General,Virginia - Eastern District,United States,12/13/2001,65000,106748,2001
2285,T & J Restaurants LLC,plea,Immigration,Missouri - Eastern District,United States,5/29/2009,75000,150000,2009
2286,T F Management Inc,plea,Fraud - General,Louisiana - Western District,United States,9/23/2003,500000,500000,2003
2287,T&L Trading Inc.,plea,Import / Export,USDOJ - Criminal Division,United States,6/24/2008,0,3190,2008
520,"T-Tech Medical Services, Inc.",plea,Fraud - General,Florida - Middle District,United States,8/13/2002,0,1207,2002
522,"T. Thomas Lee M.D., Inc.",plea,Fraud - General,Ohio - Northern District,United States,9/23/2002,253890,535990,2002
521,"T.P. Construction, Inc.",plea,Environmental,Montana,United States,9/19/2011,25000,25000,2011
2289,T.RAD Co Ltd,plea,Antitrust,Michigan - Eastern District,non - U.S.,11/13/2013,13750000,13750000,2013
2290,TAL Industries Inc.,plea,Import / Export,"USDOJ - Criminal Division,Virginia - Eastern District",United States,5/15/2001,1000000,1000000,2001
2960,"TAMINCO US, Inc.",plea,Import / Export,Pennsylvania - Eastern District,United States,12/1/2015,650000,860374,2015
2291,TAP Pharmaceutical Products Inc.,plea,Fraud - General,Massachusetts,United States,12/10/2001,290000000,290000000,2001
2292,TAWA Supermarket Inc.,plea,Environmental,California - Central District,United States,1/11/2007,30000,32416,2007
2293,TBC Products Inc.,plea,Obstruction of Justice,Illinois - Southern District,United States,2/23/2005,4000000,4000000,2005
2294,TCI Media Inc.,plea,Money Laundering,"Ohio - Southern District,USDOJ - Office of Consumer Litigation",United States,8/28/2008,160000,160000,2008
2295,TFI Northwest Inc.,plea,Environmental,Oregon,United States,7/29/2005,200000,200000,2005
2296,"TIN, Inc.",plea,Environmental,Louisiana - Eastern District,United States,5/29/2013,1500000,2700000,2013
2297,TRW Deutschland Holding GmbH,plea,Antitrust,USDOJ - Antitrust Division - National Criminal Enforcement Section,Germany,9/25/2012,5100000,5100000,2012
2298,TRW Vehicle Safety Systems Inc.,plea,Environmental,Arizona,United States,8/20/2001,6000000,6000000,2001
2299,TTT Truck Drivers School Inc.,plea,Fraud - General,Georgia - Middle District,United States,10/25/2004,0,64692,2004
2300,Ta Tong Marine Co. Ltd.,plea,Act to Prevent Pollution from Ships,Washington - Western District,Taiwan,7/18/2003,750000,750000,2003
749,"Tacos de Mexico, Inc.",DP,Environmental,"California - Central District,USDOJ - Criminal Division,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,5/21/2009,0,26565,2009
2301,Taiz Inc.,plea,Money Laundering,Louisiana - Western District,United States,11/9/2007,400,400,2007
2302,Tak Components Inc.,plea,Import / Export,Illinois - Northern District,United States,10/11/2007,6500,44516,2007
523,Takata Corp.,plea,Fraud - General,Ohio - Southern District,Japan,12/15/2013,25000,850000,2013
525,"Tallman & Mack, Inc.",plea,Wildlife,USDOJ - Environment & Natural Resources Division - Wildlife & Marine Resources Section,United States,9/24/2003,75000,75000,2003
113,"Tamimi Global Co., Ltd.",DP,Kickbacks,Illinois - Central District,Saudi Arabia,9/19/2011,5600000,5600000,2011
2304,Tammany Holding Corp.,plea,Environmental,Louisiana - Eastern District,United States,7/3/2002,338000,376000,2002
526,"Tanknology-NDE, International, Inc.",plea,Other,"Arizona,California - Central District,Florida - Middle District,Massachusetts,Texas - Northern District,Texas - Western District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",United States,11/1/2002,1000000,2290000,2002
2305,Tarand Transport Inc.,plea,Fraud - General,Florida - Middle District,United States,12/5/2005,60000,60000,2005
2306,Target Ship Management Pte Ltd.,plea,Import / Export,"Alabama - Southern District,USDOJ - Environment & Natural Resources Division - Environmental Crimes Section",Singapore,6/8/2012,1000000,1200000,2012
2307,Taroco Holdings Inc.,plea,Other,New Jersey,United States,6/6/2005,30000,30000,2005
2308,Tarragon Management Inc.,plea,Environmental,Florida - Southern District,United States,6/19/2006,500000,1000000,2006
2309,Tarrasco Steel Company Inc.,plea,Immigration,Mississippi - Northern District,United States,10/20/2008,0,310512,2008
2310,Taylor & Murphy Construction Co.,plea,Antitrust,USDOJ - Antitrust Division,United States,9/12/2002,200000,200000,2002
2311,Team Industrial Services Inc.,plea,Environmental,Texas - Northern District,United States,11/15/2012,200000,200000,2012
2312,Techmetals Inc.,plea,Environmental,Ohio - Southern District,United States,1/21/2009,20000,35000,2009
2313,Technical Education Center Inc.,plea,Other,Maryland,United States,10/25/2001,10000,10000,2001
639,Technip S.A.,DP,FCPA,USDOJ - Criminal Division - Fraud Section,France,6/1/2010,240000000,240000000,2010
2907,Technology Products Manufacturing Corp.,plea,Fraud - General,New Jersey,United States,7/27/2001,0,257526,2001
2314,Tehachapi Landscape,plea,False Statements,California - Eastern District,United States,9/1/2004,81457,81457,2004
2315,Tembec BTLSR Inc.,plea,Food,Ohio - Northern District,United States,12/22/2009,150000,150000,2009
2316,"Tempel Grain Elevators, LLP",plea,OSHA / Workplace Safety / Mine Safety,Colorado,United States,8/16/2011,50000,50000,2011
2317,Temperform USA LLC,plea,False Statements,California - Central District,United States,11/8/2004,200000,300000,2004
114,"Tenaris, S.A.",NP,FCPA,USDOJ - Criminal Division - Fraud Section,Luxembourg,3/14/2011,3500000,3500000,2011
3010,Tenet Healthcare,NP,Fraud - General,USDOJ - Criminal Division - Fraud Section|Georgia - Northern District,United States,9/30/2016,512788345,512788345,2016
2687,"Tennant Lawn Service, Inc.",plea,Fraud - General,Missouri - Eastern District,United States,7/29/2015,60000,60000,2015
2319,Tenryoan Inc.,plea,Immigration,Hawaii,United States,4/30/2008,10000,10000,2008
2320,Tenson Contruction Inc.,plea,Fraud - General,Minnesota,United States,8/14/2003,5000,120960,2003
527,"Tern Technology, Inc.",plea,Other,New York - Eastern District,United States,6/20/2003,10000,219569,2003
2321,Terra Hara Inc.,plea,Fraud - General,Pennsylvania - Middle District,United States,4/3/2006,1,1,2006
528,"Terry's Seafood, Inc.",plea,Environmental,Louisiana - Eastern District,United States,8/23/2005,2500,20154,2005
2322,Test Lab N.A. Inc.,plea,Fraud - General,Massachusetts,United States,9/26/2002,5000,311742,2002
3045,Teva Pharmaceutical Industries LTD,DP,FCPA,USDOJ - Criminal Division - Fraud Section,Israel,12/22/2016,283177348,497773518,2016
2324,Texas Oil and Gathering Inc.,plea,Environmental,USDOJ - Environment & Natural Resources Division,United States,7/28/2010,80000,80000,2010
529,Texas Petroleum Investment Co.,plea,Environmental,Louisiana - Eastern District,United States,1/21/2009,50000,50000,2009
734,Textron,NP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,8/1/2007,1150000,1150000,2007
2908,Thatcher Co. of New York,plea,Other,New York - Western District,United States,9/29/2000,30000,40000,2000
2325,Thatowl LLC,plea,Gambling,North Carolina - Eastern District,United States,6/13/2005,10000,10000,2005
2326,The Augusta Focus Inc.,plea,Fraud - General,Georgia - Southern District,United States,11/30/2005,10000,222701,2005
2327,The CWW Group Inc.,plea,Fraud - General,Georgia - Southern District,United States,11/30/2005,10000,316029,2005
217,The China Navigation Company PTE. Ltd.,plea,Act to Prevent Pollution from Ships,Washington - Western District,Hong Kong,3/22/2010,100000,125000,2010
2328,The Cosmetic Pharmacy Inc.,plea,Fraud - General,Florida - Southern District,United States,1/31/2006,0,345547,2006
53,The Gallup Organization,NP,Other,District of Columbia,United States,6/21/2013,50000,50000,2013
2329,The Haggard Company Inc.,plea,Environmental,Kentucky - Eastern District,United States,12/6/2006,35000,35000,2006
2331,The Mohican LLC,plea,Bank Secrecy Act,Kentucky - Eastern District,United States,12/19/2011,4000,4000,2011
115,"The NORDAM Group, Inc.",NP,FCPA,USDOJ - Criminal Division - Fraud Section,United States,7/6/2012,2000000,2000000,2012
2332,The Ohio Valley Coal Company,plea,Environmental,Ohio - Southern District,United States,8/1/2012,500000,587000,2012
3126,"The Rooter Guy, LLC",plea,Environmental,Idaho,United States,2/5/2016,17000,21000,2016
2334,The Sigmon Group LLC,plea,Other,Virginia - Eastern District,United States,8/3/2007,500000,1142073,2007
2335,The Silwady's Inc.,plea,Bank Secrecy Act,Florida - Southern District,United States,12/10/2007,0,25000,2007
